Datetime,Open,High,Low,Close,Volume
2026-01-26 09:30:00-05:00,690.489990234375,690.6699829101562,689.9199829101562,690.2000122070312,1870161
2026-01-26 09:31:00-05:00,690.2050170898438,691.1900024414062,690.2050170898438,691.0875244140625,439285
2026-01-26 09:32:00-05:00,691.0800170898438,691.1900024414062,690.7949829101562,690.8499755859375,295156
2026-01-26 09:33:00-05:00,690.8499755859375,691.2849731445312,690.7100219726562,691.0999755859375,258327
2026-01-26 09:34:00-05:00,691.094970703125,691.3250122070312,691.0599975585938,691.280029296875,333306
2026-01-26 09:35:00-05:00,691.280029296875,691.7249755859375,691.27001953125,691.7100219726562,367938
2026-01-26 09:36:00-05:00,691.7000122070312,691.9099731445312,691.5499877929688,691.8350219726562,399773
2026-01-26 09:37:00-05:00,691.8400268554688,691.9249877929688,691.5900268554688,691.8560180664062,347798
2026-01-26 09:38:00-05:00,691.8499755859375,691.97998046875,691.7000122070312,691.8099975585938,273260
2026-01-26 09:39:00-05:00,691.7899780273438,691.8098754882812,691.5800170898438,691.7100219726562,313742
2026-01-26 09:40:00-05:00,691.7100219726562,691.8699951171875,691.469970703125,691.8599853515625,382967
2026-01-26 09:41:00-05:00,691.8599853515625,692.2449951171875,691.8350219726562,692.0850219726562,356263
2026-01-26 09:42:00-05:00,692.0900268554688,692.1199951171875,691.4000244140625,691.9400024414062,340767
2026-01-26 09:43:00-05:00,691.9400024414062,692.155029296875,691.9400024414062,692.10498046875,193413
2026-01-26 09:44:00-05:00,692.0999755859375,692.2899780273438,692.0549926757812,692.1849975585938,211870
2026-01-26 09:45:00-05:00,692.1900024414062,692.4400024414062,692.1500854492188,692.3599853515625,251274
2026-01-26 09:46:00-05:00,692.3599853515625,692.5446166992188,692.3300170898438,692.489990234375,234345
2026-01-26 09:47:00-05:00,692.489990234375,692.510009765625,692.155029296875,692.3699951171875,217252
2026-01-26 09:48:00-05:00,692.3699951171875,692.4190063476562,692.22998046875,692.4099731445312,146155
2026-01-26 09:49:00-05:00,692.4000244140625,692.4699096679688,692.1500244140625,692.2100219726562,228250
2026-01-26 09:50:00-05:00,692.2100219726562,692.3200073242188,692.1199951171875,692.1699829101562,189390
2026-01-26 09:51:00-05:00,692.1699829101562,692.3800048828125,692.0700073242188,692.3599853515625,181051
2026-01-26 09:52:00-05:00,692.3599853515625,692.5689697265625,692.3200073242188,692.5689697265625,247581
2026-01-26 09:53:00-05:00,692.5700073242188,692.6300048828125,692.2999877929688,692.5900268554688,251279
2026-01-26 09:54:00-05:00,692.5999755859375,692.5999755859375,692.35791015625,692.385009765625,210270
2026-01-26 09:55:00-05:00,692.385009765625,692.5,692.3200073242188,692.35009765625,160139
2026-01-26 09:56:00-05:00,692.3499755859375,692.5399780273438,692.2949829101562,692.4600219726562,144932
2026-01-26 09:57:00-05:00,692.469970703125,692.6300048828125,692.4400024414062,692.5650024414062,177405
2026-01-26 09:58:00-05:00,692.5850219726562,692.6199951171875,692.3499755859375,692.4199829101562,162326
