Datetime,Open,High,Low,Close,Volume
2026-01-26 09:30:00-05:00,465.30499267578125,466.0,463.239990234375,463.28009033203125,813242
2026-01-26 09:31:00-05:00,463.45208740234375,463.760009765625,462.0199890136719,462.45001220703125,150062
2026-01-26 09:32:00-05:00,462.5199890136719,463.739990234375,462.0,463.6449890136719,139187
2026-01-26 09:33:00-05:00,463.6600036621094,464.7749938964844,462.3900146484375,464.6700134277344,86798
2026-01-26 09:34:00-05:00,464.5899963378906,464.8500061035156,463.9649963378906,464.2850036621094,86595
2026-01-26 09:35:00-05:00,464.2900085449219,465.4599914550781,464.2550048828125,465.39801025390625,89434
2026-01-26 09:36:00-05:00,465.3349914550781,465.45001220703125,464.6099853515625,464.760009765625,165942
2026-01-26 09:37:00-05:00,464.8299865722656,465.2950134277344,463.8800048828125,464.4700012207031,116974
2026-01-26 09:38:00-05:00,464.5400085449219,465.4049987792969,464.5299987792969,465.3349914550781,86707
2026-01-26 09:39:00-05:00,465.3349914550781,466.489990234375,465.07000732421875,466.4100036621094,91462
2026-01-26 09:40:00-05:00,466.4100036621094,466.8599853515625,465.8500061035156,466.1700134277344,84013
2026-01-26 09:41:00-05:00,466.135009765625,467.6700134277344,466.0799865722656,466.95001220703125,91527
2026-01-26 09:42:00-05:00,466.8800048828125,467.3800048828125,465.739990234375,465.7900085449219,91552
2026-01-26 09:43:00-05:00,465.8399963378906,466.2499084472656,465.3399963378906,466.19000244140625,57542
2026-01-26 09:44:00-05:00,466.239990234375,467.19000244140625,466.239990234375,466.9800109863281,42872
2026-01-26 09:45:00-05:00,466.9800109863281,467.1300048828125,466.1400146484375,466.19000244140625,51957
2026-01-26 09:46:00-05:00,466.2200012207031,466.65350341796875,466.1199951171875,466.4750061035156,57710
2026-01-26 09:47:00-05:00,466.510009765625,467.1199951171875,466.3699951171875,467.0799865722656,49108
2026-01-26 09:48:00-05:00,467.0400085449219,467.95001220703125,466.989990234375,467.95001220703125,50104
2026-01-26 09:49:00-05:00,467.95001220703125,468.1099853515625,467.3999938964844,467.70001220703125,57691
2026-01-26 09:50:00-05:00,467.6499938964844,468.2124938964844,467.614990234375,468.05499267578125,57693
2026-01-26 09:51:00-05:00,468.05499267578125,468.75,468.0,468.31500244140625,52442
2026-01-26 09:52:00-05:00,468.2900085449219,468.8800048828125,468.2049865722656,468.8800048828125,72032
2026-01-26 09:53:00-05:00,468.8550109863281,469.31500244140625,468.29998779296875,469.31500244140625,87123
2026-01-26 09:54:00-05:00,469.30999755859375,469.489990234375,468.635498046875,468.9200134277344,125897
2026-01-26 09:55:00-05:00,468.7699890136719,469.7300109863281,468.6199951171875,469.3500061035156,82332
2026-01-26 09:56:00-05:00,469.4100036621094,469.9700012207031,469.2550048828125,469.760009765625,58685
2026-01-26 09:57:00-05:00,469.7699890136719,470.3475036621094,469.6700134277344,470.14990234375,84627
2026-01-26 09:58:00-05:00,470.1099853515625,470.19989013671875,469.5,469.82501220703125,69748
2026-01-26 09:59:00-05:00,469.8299865722656,469.9700012207031,468.67999267578125,468.8800048828125,93215
2026-01-26 10:00:00-05:00,468.92999267578125,469.3598937988281,468.7799987792969,469.05999755859375,68592
2026-01-26 10:01:00-05:00,469.0799865722656,469.45001220703125,469.0799865722656,469.364990234375,46563
2026-01-26 10:02:00-05:00,469.39990234375,469.95001220703125,469.3301086425781,469.6099853515625,115508
2026-01-26 10:03:00-05:00,469.6523132324219,469.67999267578125,468.8800048828125,469.2944030761719,38653
2026-01-26 10:04:00-05:00,469.239990234375,469.489990234375,468.8299865722656,469.489990234375,48956
2026-01-26 10:05:00-05:00,469.4700012207031,469.5950012207031,468.8399963378906,468.8500061035156,53118
